state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count,dd,tt,state_clean,trump_win_rate_list,ddtt,idx
Florida (EV: 29),59:19.9,Trump,Biden,5646949,5269926,377023,36016,0,0,0,0,0,5947,6009,5.782637444,0,,{},11031440,20201106,359,Florida,0.517267899,202011060359,FL
Virginia (EV: 13),01:39.5,Biden,Trump,2363391,1951677,411714,87732,0,0,0,0,0,2417,2584,2.891753263,-0.004043244,0.3754,{},4386022,20201106,401,Virginia,0.452293452,202011060401,VA
Georgia (EV: 16),10:40.0,Trump,Biden,2448016,2446211,1805,39108,1375,1316,"1,316",0.511398176,0.488601824,2643,2655,0.523368087,0.001168892,0.6779,{'Forsyth': 1375},4956384,20201106,410,Georgia,0.500184401,202011060410,GA
Texas (EV: 38),10:40.0,Trump,Biden,5876724,5221996,654728,55985,3808,4147,"4,147",0.424885459,0.575114541,8938,9554,6.435689442,0.372734258,0.581133333,{'Tarrant': 4192},11265818,20201106,410,Texas,0.529495654,202011060410,TX
Virginia (EV: 13),10:40.0,Biden,Trump,2363399,1951677,411722,87723,9,8,8,1,0,2417,2584,2.892045125,0.000291862,0.3753,{'Brunswick': 9},4386031,20201106,410,Virginia,0.452292613,202011060410,VA
Texas (EV: 38),13:59.8,Trump,Biden,5876724,5221996,654728,55588,397,0,0,0,0,8938,9554,6.478081122,0.04239168,0.581133333,"{'Tarrant': 3, 'Wichita': 1}",11266215,20201106,413,Texas,0.529495654,202011060413,TX
Pennsylvania (EV: 20),29:30.3,Trump,Biden,3283032,3258548,24484,298674,3865,3803,"3,803",0.258743098,0.741256902,8371,9128,0.541509721,-0.002540986,0.8101,{'Delaware': 3865},6626581,20201106,429,Pennsylvania,0.501871413,202011060429,PA
New Jersey (EV: 14),32:22.9,Biden,Trump,1936715,1269742,666973,1314232,6871,6775,"6,775",0.525461255,0.474538745,4119,6334,0.757852994,0.001473766,0.414866667,{'Cumberland': 6871},3250002,20201106,432,New Jersey,0.395995331,202011060432,NJ
Maryland (EV: 10),51:40.7,Biden,Trump,1367129,759962,607167,871324,0,0,0,0,0,1416,2019,0.857309918,0,0.512,{},2165706,20201106,451,Maryland,0.357277615,202011060451,MD
Pennsylvania (EV: 20),51:40.7,Trump,Biden,3283390,3259437,23953,297420,1254,1247,"1,247",0.287089014,0.712910986,8372,9128,0.540780694,-0.000729027,0.809633333,{'Bucks': 1254},6627835,20201106,451,Pennsylvania,0.501830478,202011060451,PA
Pennsylvania (EV: 20),59:00.7,Trump,Biden,3283390,3259437,23953,297420,0,0,0,0,0,8372,9128,0.540780694,0,0.809633333,{},6627835,20201106,459,Pennsylvania,0.501830478,202011060459,PA
Pennsylvania (EV: 20),05:06.0,Trump,Biden,3285445,3262869,22576,291871,5549,5487,"5,487",0.374521597,0.625478403,8372,9128,0.539167055,-0.001613639,0.790066667,{},6633384,20201106,505,Pennsylvania,0.501723802,202011060505,PA
Arizona (EV: 11),33:02.0,Biden,Trump,1532062,1485010,47052,325414,5713,5521,"5,521",0.534866872,0.465133128,1423,1489,0.573455706,0.001858023,0.5423,{'Coconino': 5713},3060449,20201106,533,Arizona,0.492202374,202011060533,AZ
California (EV: 55),41:02.8,Biden,Trump,8180018,4152425,4027593,4924979,0,0,0,0,0,15794,20498,0.917976953,0,0.450633333,{},12570927,20201106,541,California,0.336707415,202011060541,CA
Georgia (EV: 16),41:02.8,Trump,Biden,2448037,2446328,1709,38964,144,138,138,0.152173913,0.847826087,2643,2655,0.52220701,-0.001161077,0.6783,{'Clayton': 144},4956528,20201106,541,Georgia,0.500174589,202011060541,GA
Pennsylvania (EV: 20),30:57.9,Trump,Biden,3286171,3267942,18229,285993,5878,5799,"5,799",0.125193999,0.874806001,8385,9128,0.53227545,-0.006891605,0.804866667,{'Philadelphia': 5878},6639262,20201106,630,Pennsylvania,0.501390653,202011060630,PA
Georgia (EV: 16),41:37.6,Trump,Biden,2448081,2446814,1267,38423,541,530,530,0.083018868,0.916981132,2643,2655,0.516695403,-0.005511607,0.681,{'Clayton': 541},4957069,20201106,641,Georgia,0.500129421,202011060641,GA
Georgia (EV: 16),41:51.8,Trump,Biden,2448183,2447518,665,37607,816,806,806,0.126550868,0.873449132,2643,2655,0.508952916,-0.007742487,0.683933333,{'Clayton': 816},4957885,20201106,741,Georgia,0.500067917,202011060741,GA
California (EV: 55),37:14.7,Biden,Trump,8180018,4152425,4027593,4924979,0,0,0,0,0,15794,20498,0.917976953,0,0.450633333,{},12570927,20201106,837,California,0.336707415,202011060837,CA
Massachusetts (EV: 11),37:14.7,Biden,Trump,2231100,1107738,1123362,214941,70,0,0,0,0,2000,2174,3.173556474,0.000870416,0.409033333,{'Norfolk': 70},3416461,20201106,837,Massachusetts,0.331773509,202011060837,MA
Maine (EV: 4),37:14.7,Biden,Trump,413914,333108,80806,48885,230,227,227,0.427312775,0.572687225,402,552,1.351054626,0.003639462,0.4633,{'Aroostook': 230},770576,20201106,837,Maine,0.445914578,202011060837,ME
Georgia (EV: 16),40:27.0,Trump,Biden,2448232,2447769,463,37301,306,300,300,0.163333333,0.836666667,2643,2655,0.50628452,-0.002668397,0.684666667,{'Clayton': 306},4958191,20201106,840,Georgia,0.500047283,202011060840,GA
Georgia (EV: 16),50:07.4,Biden,Trump,2449371,2448454,917,35458,1843,1824,"1,824",0.878289474,0.121710526,2643,2655,0.513093829,0.019378349,0.308333333,{'Clayton': 1843},4960034,20201106,950,Georgia,0.499906387,202011060950,GA
Georgia (EV: 16),10:54.9,Biden,Trump,2449580,2448484,1096,35217,241,239,239,0.874476987,0.125523013,2643,2655,0.515756863,0.002663034,0.307466667,{'Clayton': 241},4960275,20201106,1110,Georgia,0.499888119,202011061110,GA
Pennsylvania (EV: 20),23:27.0,Trump,Biden,3285943,3267896,18047,286273,-280,-274,Unknown,0.832116788,0.167883212,8385,9128,0.531921956,-0.000353494,0.810766667,{},6638982,20201106,1223,Pennsylvania,0.501376827,202011061223,PA
Pennsylvania (EV: 20),48:04.7,Trump,Biden,3285957,3267908,18049,286246,27,26,26,0.538461538,0.461538462,8385,9128,0.531928505,6.55E-06,0.8045,"{'Susquehanna': 1, 'Union': 26}",6639009,20201106,1248,Pennsylvania,0.501376974,202011061248,PA
Georgia (EV: 16),15:23.4,Biden,Trump,2449582,2448485,1097,35216,1,3,3,0.666666667,0.333333333,2643,2655,0.515771688,1.48E-05,0.307466667,{'Wheeler': 3},4960276,20201106,1315,Georgia,0.499888017,202011061315,GA
Iowa (EV: 6),40:09.6,Trump,Biden,896348,757679,138669,4190,5,-9,Unknown,0.777777778,0.222222222,1595,1664,17.38858709,0.019521197,0.655629139,{'Monona': 5},1686729,20201106,1340,Iowa,0.541918602,202011061340,IA
Indiana (EV: 11),40:09.6,Trump,Biden,1711274,1205457,505817,54385,20523,20092,"20,092",0.575751543,0.424248457,4777,4969,5.245538724,1.320898303,0.4259,{'Vigo': 20523},2980281,20201106,1340,Indiana,0.586709573,202011061340,IN
Texas (EV: 38),40:09.6,Trump,Biden,5876726,5221997,654729,55585,3,3,3,0.666666667,0.333333333,8938,9554,6.478412899,0.000331777,0.5811,{'Coleman': 3},11266218,20201106,1340,Texas,0.529495691,202011061340,TX
Massachusetts (EV: 11),42:09.2,Biden,Trump,2231159,1107782,1123377,214839,102,103,103,0.572815534,0.427184466,2000,2174,3.174861526,0.001305052,0.409,{'Plymouth': 102},3416563,20201106,1342,Massachusetts,0.331776452,202011061342,MA
Indiana (EV: 11),48:02.6,Trump,Biden,1719876,1224901,494975,25372,29013,28046,"28,046",0.306710404,0.693289596,4777,4969,10.45404947,5.208510743,0.675766667,{'St. Joseph': 29013},3009294,20201106,1348,Indiana,0.584042866,202011061348,IN
Maine (EV: 4),48:02.6,Biden,Trump,414240,333499,80741,48154,731,717,717,0.454672245,0.545327755,403,552,1.363279052,0.012224426,0.460766667,{'Washington': 731},771307,20201106,1348,Maine,0.446009905,202011061348,ME
New Jersey (EV: 14),52:37.6,Biden,Trump,1937436,1271230,666206,1311935,2297,2209,"2,209",0.326392033,0.673607967,4119,6334,0.758007413,0.000154419,0.4352,{'Hunterdon': 2297},3252299,20201106,1352,New Jersey,0.396186453,202011061352,NJ
Pennsylvania (EV: 20),52:37.6,Biden,Trump,3295304,3289717,5587,254834,31412,31156,"31,156",0.879316985,0.120683015,8450,9128,0.511101615,0.04303012,0.120683015,{'Philadelphia': 31412},6670421,20201106,1352,Pennsylvania,0.49957578,202011061352,PA
Indiana (EV: 11),12:24.9,Trump,Biden,1725761,1238857,486904,5094,20278,19841,"19,841",0.296608034,0.703391966,4799,4969,49.27032333,38.81627386,0.699966667,"{'Jasper': 3, 'LaPorte': 6896, 'Marion': 13379}",3029572,20201106,1412,Indiana,0.58211918,202011061412,IN
Texas (EV: 38),12:24.9,Trump,Biden,5876777,5222058,654719,55454,131,112,112,0.455357143,0.544642857,8938,9554,6.492444286,0.014031387,0.581033333,{'Harris': 114},11266349,20201106,1412,Texas,0.529494942,202011061412,TX
Virginia (EV: 13),16:48.1,Biden,Trump,2363402,1951677,411725,87720,3,3,3,1,0,2417,2584,2.892144363,9.92E-05,0.375266667,{'Lancaster': 3},4386034,20201106,1416,Virginia,0.452292299,202011061416,VA
Georgia (EV: 16),24:48.2,Biden,Trump,2449588,2448491,1097,35203,13,12,12,0.5,0.5,2643,2655,0.515777512,5.82E-06,0.307566667,{'Brooks': 13},4960289,20201106,1424,Georgia,0.499888017,202011061424,GA
Connecticut (EV: 7),29:02.8,Biden,Trump,1013928,685932,327996,97356,2029,2002,"2,002",0.848151848,0.151848152,669,753,2.211070906,0.042056139,0.321933333,{'Hartford': 2029},1726961,20201106,1429,Connecticut,0.403522643,202011061429,CT
Kansas (EV: 6),35:07.6,Trump,Biden,748608,542646,205962,23686,0,0,0,0,0,3401,3523,4.956555088,0,0.347133333,{},1320528,20201106,1435,Kansas,0.579752706,202011061435,KS
Maine (EV: 4),43:04.4,Biden,Trump,414539,334009,80530,47325,829,809,809,0.369592089,0.630407911,405,552,1.376105736,0.012826684,0.459466667,"{'Penobscot': 206, 'Somerset': 623}",772136,20201106,1443,Maine,0.446209194,202011061443,ME
Connecticut (EV: 7),50:57.7,Biden,Trump,1014147,686022,328125,97038,318,309,309,0.708737864,0.291262136,669,753,2.217353365,0.006282459,0.3236,{'Hartford': 318},1727279,20201106,1450,Connecticut,0.40350224,202011061450,CT
Iowa (EV: 6),50:57.7,Trump,Biden,896361,757684,138677,4172,18,18,18,0.722222222,0.277777778,1595,1664,17.46243105,0.073843957,0.595505618,{'Delaware': 18},1686747,20201106,1450,Iowa,0.541920564,202011061450,IA
Massachusetts (EV: 11),50:57.7,Biden,Trump,2231159,1107782,1123377,214751,88,0,0,0,0,2000,2174,3.175957622,0.001096096,0.409,{'Middlesex': 88},3416651,20201106,1450,Massachusetts,0.331776452,202011061450,MA
Maine (EV: 4),50:57.7,Biden,Trump,414943,334401,80542,46498,827,796,796,0.507537688,0.492462312,406,552,1.391820773,0.015715037,0.459933333,{'Oxford': 827},772963,20201106,1450,Maine,0.446258327,202011061450,ME
Mississippi (EV: 6),50:57.7,Trump,Biden,635142,411998,223144,264299,27105,26774,"26,774",0.768730858,0.231269142,1603,1766,0.92833767,0.064895034,0.247466667,"{'Pearl River': 23656, 'Warren': 3449}",1063614,20201106,1450,Mississippi,0.606549268,202011061450,MS
Pennsylvania (EV: 20),55:24.7,Biden,Trump,3295468,3289850,5618,254528,306,297,297,0.552188552,0.447811448,8451,9128,0.511176634,7.50E-05,0.123933333,{'Cambria': 306},6670727,20201106,1455,Pennsylvania,0.499573445,202011061455,PA
Georgia (EV: 16),58:41.8,Biden,Trump,2449590,2448492,1098,35200,3,3,3,0.666666667,0.333333333,2643,2655,0.51579324,1.57E-05,0.3076,{'Pickens': 3},4960292,20201106,1458,Georgia,0.499887915,202011061458,GA
Iowa (EV: 6),58:41.8,Trump,Biden,896364,757689,138675,4164,8,8,8,0.375,0.625,1595,1664,17.49477467,0.032343622,0.596774194,{'Jackson': 8},1686755,20201106,1458,Iowa,0.541919757,202011061458,IA
Illinois (EV: 20),58:41.8,Biden,Trump,2955399,2306035,649364,670317,7,7,7,1,0,8584,9874,0.993776882,1.05E-05,0.186733333,{'Carroll': 7},5366415,20201106,1458,Illinois,0.438290208,202011061458,IL
Pennsylvania (EV: 20),58:41.8,Biden,Trump,3297484,3290747,6737,251579,2949,2913,"2,913",0.692070031,0.307929969,8453,9128,0.513559917,0.002383283,0.1421,{'Bucks': 2949},6673676,20201106,1458,Pennsylvania,0.499488709,202011061458,PA
Colorado (EV: 9),11:34.8,Biden,Trump,1732556,1320831,411725,121111,14463,13911,"13,911",0.654230465,0.345769535,3101,3276,2.246982376,0.202632372,0.344,{'Boulder': 14463},3135852,20201106,1511,Colorado,0.432578969,202011061511,CO
Kentucky (EV: 8),11:34.8,Trump,Biden,1330080,755724,574356,16771,75,0,0,0,0,3324,3692,17.93059902,0.077602691,,{'Kenton': 75},2121188,20201106,1511,Kentucky,0.63768216,202011061511,KY
Massachusetts (EV: 11),11:34.8,Biden,Trump,2231722,1108060,1123662,213880,871,841,841,0.669441141,0.330558859,2001,2174,3.187536784,0.011579162,0.405933333,"{'Franklin': 679, 'Middlesex': 192}",3417522,20201106,1511,Massachusetts,0.331776146,202011061511,MA
Maine (EV: 4),11:34.8,Biden,Trump,415358,334941,80417,45510,988,955,955,0.434554974,0.565445026,407,552,1.409767628,0.017946855,0.467933333,{'Knox': 988},773951,20201106,1511,Maine,0.446410031,202011061511,ME
Nebraska (EV: 5),11:34.8,Trump,Biden,544150,362038,182112,25923,1,0,0,0,0,1397,1435,4.106646555,0.000139124,0.181333333,{'Morrill': 1},926348,20201106,1511,Nebraska,0.600482461,202011061511,NE
Pennsylvania (EV: 20),11:34.8,Biden,Trump,3297591,3290774,6817,251443,136,134,134,0.798507463,0.201492537,8454,9128,0.513728358,0.000168442,0.142466667,{'Dauphin': 136},6673812,20201106,1511,Pennsylvania,0.499482649,202011061511,PA
South Carolina (EV: 9),17:54.9,Trump,Biden,1379064,1088238,290826,9966,1,1,1,1,0,2184,2263,15.30703523,0.001536515,0.557366667,{'Edgefield': 1},2504236,20201106,1517,South Carolina,0.558936036,202011061517,SC
Virginia (EV: 13),17:54.9,Biden,Trump,2363723,1951915,411808,87141,579,559,559,0.574239714,0.425760286,2417,2584,2.908524174,0.016379812,0.3754,{'Chesapeake': 579},4386613,20201106,1517,Virginia,0.452288862,202011061517,VA
Pennsylvania (EV: 20),23:29.4,Biden,Trump,3297599,3290780,6819,251428,15,14,14,0.571428571,0.428571429,8454,9128,0.513733205,4.85E-06,0.1426,{'Union': 15},6673827,20201106,1523,Pennsylvania,0.499482498,202011061523,PA
New Hampshire (EV: 4),27:32.4,Biden,Trump,420094,363469,56625,7200,0,0,0,0,0,291,301,4.501205939,-0.017524045,0.509,{},798982,20201106,1527,New Hampshire,0.463866977,202011061527,NH
Pennsylvania (EV: 20),27:32.4,Biden,Trump,3297614,3290788,6826,251404,24,23,23,0.652173913,0.347826087,8454,9128,0.513748615,1.54E-05,0.142766667,{'Lackawanna': 24},6673851,20201106,1527,Pennsylvania,0.499481968,202011061527,PA
South Carolina (EV: 9),27:32.4,Trump,Biden,1379064,1088240,290824,9964,2,2,2,0,1,2184,2263,15.30990549,0.002870259,0.5574,{'McCormick': 2},2504238,20201106,1527,South Carolina,0.558935583,202011061527,SC
Georgia (EV: 16),35:56.9,Biden,Trump,2450117,2448538,1579,34620,580,573,573,0.919720768,0.080279232,2643,2655,0.52309227,0.00729903,0.3046,{'Clayton': 580},4960872,20201106,1535,Georgia,0.499838833,202011061535,GA
Idaho (EV: 4),35:56.9,Trump,Biden,554019,286991,267028,182,5739,5529,"5,529",0.884970157,0.115029843,961,962,757.5313749,734.1326744,0.131145883,"{'Camas': 754, 'Franklin': 4985}",867971,20201106,1535,Idaho,0.658754355,202011061535,ID
Massachusetts (EV: 11),35:56.9,Biden,Trump,2231877,1108061,1123816,213709,171,156,156,0.993589744,0.006410256,2001,2174,3.190055853,0.002519069,0.4037,{'Hampden': 171},3417693,20201106,1535,Massachusetts,0.331760949,202011061535,MA
Mississippi (EV: 6),35:56.9,Trump,Biden,637163,414781,222382,259458,4841,4804,"4,804",0.420691091,0.579308909,1609,1766,0.934839654,0.006501984,0.287,{'Lauderdale': 4841},1068455,20201106,1535,Mississippi,0.605700494,202011061535,MS
Indiana (EV: 11),45:44.3,Trump,Biden,1725783,1239224,486559,4702,392,389,389,0.05655527,0.94344473,4799,4969,53.29880807,4.028484745,0.7032,{'Monroe': 392},3029964,20201106,1545,Indiana,0.582050228,202011061545,IN
Kentucky (EV: 8),45:44.3,Trump,Biden,1330080,755725,574355,16770,1,1,1,0,1,3324,3692,17.93160806,0.001009042,1,{'Martin': 1},2121189,20201106,1545,Kentucky,0.637681854,202011061545,KY
Minnesota (EV: 10),45:44.3,Biden,Trump,1717450,1484730,232720,95097,7072,6314,"6,314",0.543395629,0.456604371,3861,4110,1.752653798,0.089452528,0.504933333,"{'St. Louis': 1086, 'Wright': 5986}",3269618,20201106,1545,Minnesota,0.463662255,202011061545,MN
New Jersey (EV: 14),45:44.3,Biden,Trump,1944546,1281486,663060,1294330,17605,17366,"17,366",0.409420707,0.590579293,4144,6334,0.760281784,0.002274371,0.547,{'Monmouth': 17605},3269904,20201106,1545,New Jersey,0.397232885,202011061545,NJ
Kentucky (EV: 8),52:39.1,Trump,Biden,1330120,755796,574324,16648,122,111,111,0.36036036,0.63963964,3324,3692,18.05840276,0.126794701,0.642857143,"{'Franklin': 94, 'Hart': 28}",2121311,20201106,1552,Kentucky,0.637667097,202011061552,KY
Maine (EV: 4),52:39.1,Biden,Trump,416394,336125,80269,43214,2296,2220,"2,220",0.466666667,0.533333333,408,552,1.456341126,0.046573498,0.4748,{'Cumberland': 2296},776247,20201106,1552,Maine,0.446666463,202011061552,ME
New Jersey (EV: 14),52:39.1,Biden,Trump,1945245,1283095,662150,1291942,2388,2308,"2,308",0.302859619,0.697140381,4147,6334,0.760405006,0.000123222,0.570033333,{'Salem': 2388},3272292,20201106,1552,New Jersey,0.397447295,202011061552,NJ
Arizona (EV: 11),03:11.4,Biden,Trump,1560347,1516778,43569,263625,61789,60053,"60,053",0.471000616,0.528999384,1445,1489,0.583960435,0.010504729,0.528999384,{'Maricopa': 61789},3122238,20201106,1603,Arizona,0.492920502,202011061603,AZ
Connecticut (EV: 7),03:11.4,Biden,Trump,1014149,686022,328127,97036,2,2,2,1,0,669,753,2.217399229,4.59E-05,0.3236,{'Litchfield': 2},1727281,20201106,1603,Connecticut,0.403501765,202011061603,CT
Georgia (EV: 16),03:11.4,Biden,Trump,2450144,2448558,1586,34573,47,47,47,0.574468085,0.425531915,2643,2655,0.523226174,0.000133904,0.3049,{'Newton': 47},4960919,20201106,1603,Georgia,0.49983812,202011061603,GA
Iowa (EV: 6),03:11.4,Trump,Biden,896366,757689,138677,4162,2,2,2,1,0,1595,1664,17.50318653,0.008411858,0.590425532,{'Davis': 2},1686757,20201106,1603,Iowa,0.541920311,202011061603,IA
Pennsylvania (EV: 20),03:11.4,Biden,Trump,3297652,3290850,6802,251340,64,100,100,0.38,0.62,8454,9128,0.513703764,-4.49E-05,0.144433333,{'Elk': 102},6673915,20201106,1603,Pennsylvania,0.499483798,202011061603,PA
South Carolina (EV: 9),03:11.4,Trump,Biden,1379068,1088244,290824,9956,8,8,8,0.5,0.5,2184,2263,15.32180577,0.011900286,0.5574,{'Allendale': 8},2504246,20201106,1603,South Carolina,0.558935392,202011061603,SC
Arizona (EV: 11),13:06.4,Biden,Trump,1561147,1517368,43779,262239,1386,1390,"1,390",0.575539568,0.424460432,1446,1489,0.58481101,0.000850575,0.524166667,{'Santa Cruz': 1409},3123624,20201106,1613,Arizona,0.492889591,202011061613,AZ
Connecticut (EV: 7),13:06.4,Biden,Trump,1014149,686022,328127,97035,1,0,0,0,0,669,753,2.217416928,1.77E-05,0.3236,{'Middlesex': 1},1727282,20201106,1613,Connecticut,0.403501765,202011061613,CT
Minnesota (EV: 10),13:06.4,Biden,Trump,1717474,1484771,232703,94938,159,65,65,0.369230769,0.630769231,3862,4110,1.754660056,0.002006257,0.5057,{'Otter Tail': 159},3269777,20201106,1613,Minnesota,0.463665647,202011061613,MN
South Carolina (EV: 9),13:06.4,Trump,Biden,1379071,1088247,290824,9950,6,6,6,0.5,0.5,2184,2263,15.33074354,0.008937772,0.557366667,{'Cherokee': 6},2504252,20201106,1613,South Carolina,0.558935249,202011061613,SC
Pennsylvania (EV: 20),15:24.1,Biden,Trump,3301176,3292149,9027,246449,4891,4823,"4,823",0.730665561,0.269334439,8460,9128,0.518547323,0.004843559,0.168333333,"{'Delaware': 4880, 'Juniata': 11}",6678806,20201106,1615,Pennsylvania,0.499315444,202011061615,PA
Iowa (EV: 6),17:22.2,Trump,Biden,896369,757690,138679,4158,4,4,4,0.75,0.25,1595,1664,17.51978907,0.016602538,0.583333333,{'Palo Alto': 4},1686761,20201106,1617,Iowa,0.541920814,202011061617,IA
Connecticut (EV: 7),32:19.1,Biden,Trump,1014192,686037,328155,96975,60,58,58,0.74137931,0.25862069,669,753,2.218626164,0.001209236,0.323866667,{'Litchfield': 60},1727342,20201106,1632,Connecticut,0.403496823,202011061632,CT
Georgia (EV: 16),32:19.1,Biden,Trump,2450152,2448565,1587,34558,15,15,15,0.533333333,0.466666667,2643,2655,0.523250907,2.47E-05,0.305,"{'Clay': 2, 'Crawford': 13}",4960934,20201106,1632,Georgia,0.499838019,202011061632,GA
Iowa (EV: 6),32:19.1,Trump,Biden,896381,757701,138680,4135,23,23,23,0.52173913,0.47826087,1595,1664,17.6145812,0.094792129,0.572093023,{'Franklin': 23},1686784,20201106,1632,Iowa,0.541920534,202011061632,IA
Maryland (EV: 10),32:19.1,Biden,Trump,1367129,759962,607167,871324,0,0,0,0,0,1416,2019,0.857309918,0,0.512,{},2165706,20201106,1632,Maryland,0.357277615,202011061632,MD
Nevada (EV: 6),32:19.1,Biden,Trump,624246,602170,22076,152723,30322,29352,"29,352",0.681214227,0.318785773,1800,1993,0.573958658,0.041986989,0.325733333,{'Clark': 30322},1252653,20201106,1632,Nevada,0.490999791,202011061632,NV
South Carolina (EV: 9),32:19.1,Trump,Biden,1379072,1088248,290824,9948,2,2,2,0.5,0.5,2184,2263,15.3337252,0.002981653,0.557366667,{'Union': 2},2504254,20201106,1632,South Carolina,0.558935201,202011061632,SC
Maine (EV: 4),39:04.0,Biden,Trump,416432,336206,80226,43084,130,119,119,0.319327731,0.680672269,409,552,1.458712896,0.00237177,0.4753,{'Washington': 130},776377,20201106,1639,Maine,0.446703462,202011061639,ME
Connecticut (EV: 7),41:58.0,Biden,Trump,1014244,686075,328169,96879,96,90,90,0.577777778,0.422222222,669,753,2.220402591,0.001776427,0.324733333,{'New Haven': 96},1727438,20201106,1641,Connecticut,0.403497814,202011061641,CT
Georgia (EV: 16),41:58.0,Biden,Trump,2450152,2448567,1585,34556,2,2,2,0,1,2643,2655,0.523222949,-2.80E-05,0.305066667,{'Bryan': 2},4960936,20201106,1641,Georgia,0.499838223,202011061641,GA
Kentucky (EV: 8),41:58.0,Trump,Biden,1330124,755799,574325,16641,7,7,7,0.571428571,0.428571429,3324,3692,18.06581925,0.007416489,0.630252101,"{'Wayne': 3, 'Webster': 4}",2121318,20201106,1641,Kentucky,0.637666875,202011061641,KY
Pennsylvania (EV: 20),41:58.0,Biden,Trump,3301245,3292378,8867,246149,300,298,298,0.231543624,0.768456376,8460,9128,0.518240784,-0.00030654,0.174766667,{'Tioga': 300},6679106,20201106,1641,Pennsylvania,0.499327608,202011061641,PA
Georgia (EV: 16),49:49.5,Biden,Trump,2450154,2448570,1584,34551,5,5,5,0.4,0.6,2643,2655,0.523211656,-1.13E-05,0.305133333,{'Hart': 5},4960941,20201106,1649,Georgia,0.499838325,202011061649,GA
Nevada (EV: 6),49:49.5,Biden,Trump,624435,602226,22209,152472,251,245,245,0.771428571,0.228571429,1801,1993,0.574526717,0.000568059,0.322366667,{'Washoe': 251},1252904,20201106,1649,Nevada,0.490947377,202011061649,NV
South Carolina (EV: 9),49:49.5,Trump,Biden,1379121,1088301,290820,9845,103,102,102,0.480392157,0.519607843,2184,2263,15.4887119,0.154986701,0.557233333,"{'Darlington': 46, 'Newberry': 57}",2504357,20201106,1649,South Carolina,0.558931954,202011061649,SC
Virginia (EV: 13),49:49.5,Biden,Trump,2363725,1951917,411808,87137,4,4,4,0.5,0.5,2417,2584,2.908634737,0.000110563,0.3754,{'Chesapeake': 4},4386617,20201106,1649,Virginia,0.452288906,202011061649,VA
Connecticut (EV: 7),58:02.1,Biden,Trump,1014244,686075,328169,96868,11,0,0,0,0,669,753,2.220597954,0.000195363,0.324733333,{'Hartford': 11},1727449,20201106,1658,Connecticut,0.403497814,202011061658,CT
New Jersey (EV: 14),58:02.1,Biden,Trump,1955642,1294361,661281,1269656,22286,21663,"21,663",0.47994276,0.52005724,4147,6334,0.764628087,0.004223081,0.547866667,{'Bergen': 22286},3294578,20201106,1658,New Jersey,0.398264555,202011061658,NJ
Nevada (EV: 6),58:02.1,Biden,Trump,626202,605650,20552,146965,5507,5191,"5,191",0.340396841,0.659603159,1806,1993,0.571550596,-0.002976121,0.377033333,"{'Churchill': 308, 'Douglas': 5199}",1258411,20201106,1658,Nevada,0.491658089,202011061658,NV
Nevada (EV: 6),01:43.0,Biden,Trump,626203,605655,20548,146958,7,6,6,0.166666667,0.833333333,1806,1993,0.571540078,-1.05E-05,0.377133333,"{'Lander': 5, 'Storey': 2}",1258418,20201106,1701,Nevada,0.491659753,202011061701,NV
Nevada (EV: 6),05:29.3,Biden,Trump,626211,605669,20542,146935,23,22,22,0.363636364,0.636363636,1806,1993,0.571530383,-9.69E-06,0.377366667,{'Lyon': 23},1258441,20201106,1705,Nevada,0.491662337,202011061705,NV
Pennsylvania (EV: 20),05:29.3,Biden,Trump,3302977,3293231,9746,243532,2617,2585,"2,585",0.670019342,0.329980658,8462,9128,0.520264469,0.002023686,0.1928,{'Bucks': 2617},6681723,20201106,1705,Pennsylvania,0.499261242,202011061705,PA
South Carolina (EV: 9),05:29.3,Trump,Biden,1379178,1088319,290859,9769,76,75,75,0.76,0.24,2184,2263,15.60734543,0.118633529,0.556433333,{'Oconee': 76},2504433,20201106,1705,South Carolina,0.558938066,202011061705,SC
Connecticut (EV: 7),16:09.1,Biden,Trump,1014244,686075,328169,96851,17,0,0,0,0,669,753,2.220899966,0.000302012,0.324733333,"{'Fairfield': 3, 'Hartford': 14}",1727466,20201106,1716,Connecticut,0.403497814,202011061716,CT
Georgia (EV: 16),16:09.1,Biden,Trump,2450157,2448580,1577,34538,13,13,13,0.230769231,0.769230769,2643,2655,0.523117777,-9.39E-05,0.305366667,{'Colquitt': 13},4960954,20201106,1716,Georgia,0.49983904,202011061716,GA
Iowa (EV: 6),16:09.1,Trump,Biden,896406,757715,138691,4122,13,39,39,0.641025641,0.358974359,1595,1664,17.66991911,0.055337915,0.539370079,{'Iowa': 39},1686797,20201106,1716,Iowa,0.54192287,202011061716,IA
Kentucky (EV: 8),16:09.1,Trump,Biden,1330125,755799,574326,16640,1,1,1,1,0,3324,3692,18.06690547,0.001086225,0.625,{'Ballard': 1},2121319,20201106,1716,Kentucky,0.637667048,202011061716,KY
