state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count,dd,tt,state_clean,trump_win_rate_list,ddtt,idx
New Jersey (EV: 14),30:23.5,Biden,Trump,2235583,1582709,652874,688761,28612,27826,"27,826",0.465463955,0.534536045,5447,6334,0.981611433,0.017847518,0.533166667,{'Burlington': 28612},3875473,20201110,1730,New Jersey,0.414507062,202011101730,NJ
Pennsylvania (EV: 20),30:23.5,Biden,Trump,3365775,3321037,44738,151153,437,436,436,0.399082569,0.600917431,8812,9128,0.649873434,0.000138099,0.326533333,{'Pike': 437},6774102,20201110,1730,Pennsylvania,0.496654759,202011101730,PA
New Jersey (EV: 14),38:44.3,Biden,Trump,2237251,1587338,649913,682222,6539,6297,"6,297",0.264888042,0.735111958,5456,6334,0.984022407,0.002410973,0.576633333,{'Sussex': 6539},3882012,20201110,1738,New Jersey,0.415034923,202011101738,NJ
Minnesota (EV: 10),46:45.0,Biden,Trump,1718346,1485087,233259,92915,12,12,12,0.416666667,0.583333333,3867,4110,1.785040295,0.000154925,0.525033333,"{'Chisago': 11, 'Wadena': 1}",3271800,20201110,1746,Minnesota,0.46359234,202011101746,MN
New Jersey (EV: 14),46:45.0,Biden,Trump,2238012,1589083,648929,679632,2590,2506,"2,506",0.303671189,0.696328811,5456,6334,0.985131334,0.001108928,0.590166667,{'Warren': 2590},3884602,20201110,1746,New Jersey,0.415219115,202011101746,NJ
Texas (EV: 38),46:45.0,Trump,Biden,5866019,5218943,647076,66132,866,848,848,0.291273585,0.708726415,8956,9554,5.466215645,0.061510325,0.5025,{'Dallas': 866},11255671,20201110,1746,Texas,0.52918711,202011101746,TX
Iowa (EV: 6),54:44.3,Trump,Biden,896424,757859,138565,3916,13,13,13,0.846153846,0.153846154,1602,1664,18.55671819,0.060913734,0.404469274,{'Sioux': 13},1687003,20201110,1754,Iowa,0.541880682,202011101754,IA
Minnesota (EV: 10),54:44.3,Biden,Trump,1718346,1485088,233258,92914,1,1,1,0,1,3867,4110,1.785048617,8.32E-06,0.525066667,{'Wadena': 1},3271801,20201110,1754,Minnesota,0.463592507,202011101754,MN
New Jersey (EV: 14),54:44.3,Biden,Trump,2239467,1591161,648306,676015,3617,3533,"3,533",0.411831305,0.588168695,5461,6334,0.987258777,0.002127443,0.596466667,{'Monmouth': 3617},3888219,20201110,1754,New Jersey,0.415378627,202011101754,NJ
Connecticut (EV: 7),09:44.6,Biden,Trump,1079150,714144,365006,2493,1,0,0,0,0,729,753,74.86008996,0.029815593,0.394033333,{'Hartford': 1},1821824,20201110,1809,Connecticut,0.398230296,202011101809,CT
Iowa (EV: 6),09:44.6,Trump,Biden,896529,757967,138562,3872,44,213,213,0.492957746,0.507042254,1602,1664,18.76151279,0.2047946,0.424187726,{'Dallas': 219},1687047,20201110,1809,Iowa,0.541874383,202011101809,IA
Minnesota (EV: 10),09:44.6,Biden,Trump,1718348,1485094,233254,92905,9,8,8,0.25,0.75,3867,4110,1.785151065,0.000102448,0.5252,"{'Meeker': 8, 'Wadena': 1}",3271810,20201110,1809,Minnesota,0.463593223,202011101809,MN
Iowa (EV: 6),21:05.7,Trump,Biden,896530,757968,138562,3870,2,2,2,0.5,0.5,1602,1664,18.77095026,0.009437474,0.424324324,{'Wright': 2},1687049,20201110,1821,Iowa,0.541874333,202011101821,IA
Minnesota (EV: 10),21:05.7,Biden,Trump,1718348,1485095,233253,92904,1,1,1,0,1,3867,4110,1.785159388,8.32E-06,0.5252,{'Meeker': 1},3271811,20201110,1821,Minnesota,0.46359339,202011101821,MN
Pennsylvania (EV: 20),21:05.7,Biden,Trump,3369181,3321568,47613,149156,1997,3937,"3,937",0.86512573,0.13487427,8812,9128,0.661640313,0.011766879,0.327966667,"{'Mifflin': 174, 'Philadelphia': 3789}",6776099,20201110,1821,Pennsylvania,0.496441878,202011101821,PA
Iowa (EV: 6),29:05.4,Trump,Biden,896836,758032,138804,3539,331,370,370,0.827027027,0.172972973,1602,1664,20.51471342,1.743763158,0.361486486,{'Lucas': 331},1687380,20201110,1829,Iowa,0.541938088,202011101829,IA
Minnesota (EV: 10),29:05.4,Biden,Trump,1718348,1485095,233253,92904,0,0,0,0,0,3867,4110,1.785159388,0,0.5252,{},3271811,20201110,1829,Minnesota,0.46359339,202011101829,MN
Arkansas (EV: 6),37:24.9,Trump,Biden,757041,418050,338991,9709,34,32,32,0.59375,0.40625,2409,2579,18.46585663,0.063012057,0.321933333,"{'Ashley': 15, 'Stone': 19}",1209360,20201110,1837,Arkansas,0.644240318,202011101837,AR
Minnesota (EV: 10),37:24.9,Biden,Trump,1718365,1485103,233262,92877,27,25,25,0.68,0.32,3867,4110,1.785582595,0.000423207,0.525266667,{},3271838,20201110,1837,Minnesota,0.463592269,202011101837,MN
North Carolina (EV: 15),37:24.9,Trump,Biden,2734632,2659762,74870,59354,156,127,127,0.559055118,0.440944882,2425,2662,1.140178322,0.00180609,0.635466551,"{'Camden': 74, 'Martin': 82}",5465847,20201110,1837,North Carolina,0.506939612,202011101837,NC
Pennsylvania (EV: 20),37:24.9,Biden,Trump,3369182,3321570,47612,149153,3,3,3,0.333333333,0.666666667,8812,9128,0.661640169,-1.44E-07,0.328,{'Cambria': 3},6776102,20201110,1837,Pennsylvania,0.496441955,202011101837,PA
Virginia (EV: 13),37:24.9,Biden,Trump,2403422,1967316,436106,32810,188,185,185,0.432432432,0.567567568,2437,2584,7.274302743,0.038209209,0.32,"{'Page': 54, 'Roanoke': 134}",4440944,20201110,1837,Virginia,0.450110714,202011101837,VA
Iowa (EV: 6),44:24.6,Trump,Biden,896885,758109,138776,3404,135,126,126,0.388888889,0.611111111,1602,1664,21.30428388,0.789570456,0.381070984,"{'Humboldt': 1, 'Polk': 134}",1687515,20201110,1844,Iowa,0.541926436,202011101844,IA
Pennsylvania (EV: 20),44:24.6,Biden,Trump,3369274,3321791,47483,148838,315,313,313,0.293929712,0.706070288,8813,9128,0.661543389,-9.68E-05,0.331033333,{'Clinton': 315},6776417,20201110,1844,Pennsylvania,0.496451761,202011101844,PA
Georgia (EV: 16),52:44.4,Biden,Trump,2469707,2457140,12567,6179,432,422,422,0.82464455,0.17535545,2643,2655,1.52973384,0.088272936,0.2935,{'Richmond': 432},4989313,20201110,1852,Georgia,0.498724641,202011101852,GA
Minnesota (EV: 10),52:44.4,Biden,Trump,1718367,1485110,233257,92868,9,9,9,0.222222222,0.777777778,3867,4110,1.785679624,9.70E-05,0.5254,"{'Benton': 8, 'Scott': 1}",3271847,20201110,1852,Minnesota,0.463593152,202011101852,MN
New York (EV: 29),52:44.4,Biden,Trump,3701835,2852042,849793,1969187,151,121,121,0.545454545,0.454545455,11989,14931,0.71880329,1.96E-05,0.362666667,"{'Broome': 125, 'Schuyler': 26}",6647018,20201110,1852,New York,0.43516868,202011101852,NY
Iowa (EV: 6),29:47.9,Trump,Biden,896906,758117,138789,3393,11,29,29,0.724137931,0.275862069,1602,1664,21.3736859,0.069402022,0.379204893,{'Madison': 29},1687526,20201110,1929,Iowa,0.541929629,202011101929,IA
Maryland (EV: 10),29:47.9,Biden,Trump,1673017,889422,783595,424917,114154,110254,"110,254",0.750022675,0.249977325,1699,2019,1.445592759,0.252680703,0.249977325,"{'Allegany': 711, 'Cecil': 1}",2612113,20201110,1929,Maryland,0.347099775,202011101929,MD
Maine (EV: 4),29:47.9,Biden,Trump,420357,341949,78408,33124,207,205,205,0.292682927,0.707317073,428,552,1.718728725,0.006255849,0.511266667,{'Penobscot': 207},786337,20201110,1929,Maine,0.448571833,202011101929,ME
Minnesota (EV: 10),29:47.9,Biden,Trump,1718412,1485155,233257,92771,97,90,90,0.5,0.5,3867,4110,1.787023911,0.001344288,0.5261,"{'Blue Earth': 23, 'Morrison': 6, 'Olmsted': 5, 'Scott': 63}",3271944,20201110,1929,Minnesota,0.463594175,202011101929,MN
Pennsylvania (EV: 20),29:47.9,Biden,Trump,3369292,3321911,47381,148697,141,138,138,0.130434783,0.869565217,8813,9128,0.661349224,-0.000194165,0.332866667,{'Greene': 141},6776558,20201110,1929,Pennsylvania,0.496459456,202011101929,PA
West Virginia (EV: 5),29:47.9,Trump,Biden,541002,233195,307807,6992,0,0,0,0,0,1686,1706,22.88564169,0,0.345933333,{},787660,20201110,1929,West Virginia,0.698791135,202011101929,WV
Iowa (EV: 6),37:47.7,Trump,Biden,896908,758118,138790,3390,3,3,3,0.666666667,0.333333333,1602,1664,21.39230872,0.01862282,0.379120879,{'Calhoun': 3},1687529,20201110,1937,Iowa,0.541929855,202011101937,IA
Virginia (EV: 13),37:47.7,Biden,Trump,2403760,1967437,436323,32335,475,459,459,0.736383442,0.263616558,2437,2584,7.377237321,0.102934578,0.3142,"{'Hampton': 471, 'Roanoke City': 4}",4441419,20201110,1937,Virginia,0.450091131,202011101937,VA
Minnesota (EV: 10),41:48.1,Biden,Trump,1718437,1485169,233268,92730,41,39,39,0.641025641,0.358974359,3867,4110,1.787653682,0.00062977,0.526233333,{'Washington': 41},3271985,20201110,1941,Minnesota,0.463592901,202011101941,MN
Pennsylvania (EV: 20),41:48.1,Biden,Trump,3369499,3322284,47215,148106,591,580,580,0.356896552,0.643103448,8814,9128,0.661425524,7.63E-05,0.3362,{'Perry': 591},6777149,20201110,1941,Pennsylvania,0.496472166,202011101941,PA
Louisiana (EV: 8),53:20.5,Trump,Biden,1255776,856034,399742,0,245,239,239,0.205020921,0.794979079,3698,3934,0,-830.5969762,0.596994536,"{'LaSalle': 95, 'Orleans': 149, 'St. John the Baptist': 1}",2148062,20201110,1953,Louisiana,0.594644405,202011101953,LA
Georgia (EV: 16),07:20.2,Biden,Trump,2469711,2457144,12567,6171,8,8,8,0.5,0.5,2643,2655,1.531068773,0.001334933,0.2936,"{'Lumpkin': 7, 'Screven': 1}",4989321,20201110,2007,Georgia,0.498724643,202011102007,GA
Iowa (EV: 6),07:20.2,Trump,Biden,896920,758127,138793,3369,21,21,21,0.571428571,0.428571429,1602,1664,21.52299123,0.130682515,0.379746835,{'Crawford': 21},1687550,20201110,2007,Iowa,0.541930229,202011102007,IA
New Hampshire (EV: 4),07:20.2,Biden,Trump,424909,365657,59252,-93,-93,-83,Unknown,0.253012048,0.746987952,293,301,0,0,0.449766667,{},806275,20201110,2007,New Hampshire,0.462525583,202011102007,NH
Oregon (EV: 7),07:20.2,Biden,Trump,1322138,944823,377315,33513,6046,5749,"5,749",0.637154288,0.362845712,1331,1334,6.314242713,0.909206617,0.475033333,"{'Gilliam': 6, 'Grant': 16, 'Harney': 16, 'Hood River': 202, 'Josephine': 1153, 'Multnomah': 2134, 'Polk': 869, 'Washington': 1012, 'Yamhill': 638}",2340808,20201110,2007,Oregon,0.416779556,202011102007,OR
Arizona (EV: 11),17:01.5,Biden,Trump,1648643,1633910,14733,50808,15,15,15,0.066666667,0.933333333,1479,1489,0.647313575,-8.65E-05,0.587233333,{'Navajo': 15},3335055,20201110,2017,Arizona,0.497755863,202011102017,AZ
Georgia (EV: 16),17:01.5,Biden,Trump,2469724,2457146,12578,6156,15,15,15,0.866666667,0.133333333,2643,2655,1.534485826,0.003417053,0.2936,{'Newton': 15},4989336,20201110,2017,Georgia,0.49872353,202011102017,GA
Iowa (EV: 6),17:01.5,Trump,Biden,896924,758131,138793,3360,9,8,8,0.5,0.5,1602,1664,21.57930282,0.056311584,0.380323935,{'Tama': 9},1687559,20201110,2017,Iowa,0.541930026,202011102017,IA
New Hampshire (EV: 4),17:01.5,Biden,Trump,424937,365660,59277,1729,-1822,31,31,0.903225806,0.096774194,293,301,17.94240671,17.94240671,0.449766667,{'Strafford': 53},804453,20201110,2017,New Hampshire,0.462511242,202011102017,NH
Pennsylvania (EV: 20),17:01.5,Biden,Trump,3369626,3322366,47260,147889,217,209,209,0.607655502,0.392344498,8814,9128,0.661816465,0.000390941,0.335666667,{'Adams': 217},6777366,20201110,2017,Pennsylvania,0.496468914,202011102017,PA
Georgia (EV: 16),25:01.5,Biden,Trump,2469828,2457177,12651,6017,139,135,135,0.77037037,0.22962963,2643,2655,1.564526334,0.030040508,0.2941,{'Muscogee': 139},4989475,20201110,2025,Georgia,0.498716157,202011102025,GA
Pennsylvania (EV: 20),25:01.5,Biden,Trump,3369832,3322490,47342,147552,337,330,330,0.624242424,0.375757576,8814,9128,0.66246745,0.000650985,0.3346,{'Lehigh': 337},6777703,20201110,2025,Pennsylvania,0.496462962,202011102025,PA
Iowa (EV: 6),33:21.8,Trump,Biden,896925,758132,138793,3358,2,2,2,0.5,0.5,1602,1664,21.59185749,0.012554677,0.380467346,{'Clayton': 2},1687561,20201110,2033,Iowa,0.541929976,202011102033,IA
Massachusetts (EV: 11),33:21.8,Biden,Trump,2271553,1130838,1140715,149612,5607,5435,"5,435",0.537626495,0.462373505,2042,2174,4.400314452,0.142239594,0.3619,"{'Plymouth': 210, 'Worcester': 5397}",3481790,20201110,2033,Massachusetts,0.33236568,202011102033,MA
Minnesota (EV: 10),33:21.8,Biden,Trump,1718440,1485174,233266,92722,8,8,8,0.375,0.625,3867,4110,1.787753739,0.000100057,0.5263,"{'Olmsted': 7, 'Scott': 1}",3271993,20201110,2033,Minnesota,0.463593304,202011102033,MN
New Jersey (EV: 14),33:21.8,Biden,Trump,2240337,1592433,647904,674041,1974,2142,"2,142",0.406162465,0.593837535,5463,6334,0.988382743,0.001123966,0.6007,{'Cape May': 2183},3890193,20201110,2033,New Jersey,0.415478362,202011102033,NJ
Virginia (EV: 13),33:21.8,Biden,Trump,2404164,1967546,436618,31804,531,513,513,0.787524366,0.212475634,2437,2584,7.496787129,0.119549808,0.307366667,{'Hampton': 531},4441950,20201110,2033,Virginia,0.450063248,202011102033,VA
California (EV: 55),41:20.6,Biden,Trump,9699713,4969256,4730457,2522262,0,0,0,0,0,18153,20498,1.458570464,0,0.2584,{},14973644,20201110,2041,California,0.338759732,202011102041,CA
Massachusetts (EV: 11),41:20.6,Biden,Trump,2271554,1130839,1140715,149604,8,2,2,0.5,0.5,2042,2174,4.400523019,0.000208567,0.3619,{'Dukes': 8},3481798,20201110,2041,Massachusetts,0.332365779,202011102041,MA
Minnesota (EV: 10),41:20.6,Biden,Trump,1718449,1485180,233269,92707,15,15,15,0.6,0.4,3867,4110,1.787978662,0.000224923,0.526366667,{'Carver': 15},3272008,20201110,2041,Minnesota,0.463593007,202011102041,MN
Pennsylvania (EV: 20),41:20.6,Biden,Trump,3369991,3322745,47246,147129,423,414,414,0.384057971,0.615942029,8814,9128,0.66260415,0.0001367,0.336633333,{'Indiana': 423},6778126,20201110,2041,Pennsylvania,0.496470352,202011102041,PA
Pennsylvania (EV: 20),49:21.0,Biden,Trump,3369991,3322751,47240,147123,6,6,6,0,1,8814,9128,0.662590131,-1.40E-05,0.336733333,{'Bradford': 6},6778132,20201110,2049,Pennsylvania,0.496470804,202011102049,PA
Pennsylvania (EV: 20),56:40.9,Biden,Trump,3370045,3322929,47116,146886,237,232,232,0.232758621,0.767241379,8814,9128,0.662424999,-0.000165132,0.339033333,"{'Dauphin': 5, 'McKean': 232}",6778369,20201110,2056,Pennsylvania,0.49648019,202011102056,PA
Georgia (EV: 16),13:21.9,Biden,Trump,2469839,2457184,12655,5999,18,18,18,0.611111111,0.388888889,2643,2655,1.568058038,0.003531704,0.294266667,{'Grady': 18},4989493,20201110,2113,Georgia,0.498715756,202011102113,GA
Minnesota (EV: 10),13:21.9,Biden,Trump,1718452,1485182,233270,92702,5,5,5,0.6,0.4,3867,4110,1.788053652,7.50E-05,0.5264,{'Aitkin': 5},3272013,20201110,2113,Minnesota,0.463592907,202011102113,MN
New Jersey (EV: 14),13:21.9,Biden,Trump,2248046,1601997,646049,656320,17721,17273,"17,273",0.446303479,0.553696521,5488,6334,1.000133312,0.01175057,0.600033333,{'Morris': 17721},3907914,20201110,2113,New Jersey,0.41609847,202011102113,NJ
West Virginia (EV: 5),13:21.9,Trump,Biden,541002,233195,307807,6992,0,0,0,0,0,1686,1706,22.88564169,0,0.345933333,{},787660,20201110,2113,West Virginia,0.698791135,202011102113,WV
Georgia (EV: 16),21:41.1,Biden,Trump,2469842,2457191,12651,5989,10,10,10,0.3,0.7,2643,2655,1.569503248,0.00144521,0.294433333,"{'Early': 3, 'Lincoln': 7}",4989503,20201110,2121,Georgia,0.498716164,202011102121,GA
Maryland (EV: 10),21:41.1,Biden,Trump,1673615,889971,783644,423723,1194,1147,"1,147",0.52136007,0.47863993,1700,2019,1.448316621,0.002723862,0.258733333,"{'Anne Arundel': 14, 'Cecil': 1180}",2613307,20201110,2121,Maryland,0.347158629,202011102121,MD
Pennsylvania (EV: 20),21:41.1,Biden,Trump,3370096,3323093,47003,146667,219,215,215,0.237209302,0.762790698,8814,9128,0.662277397,-0.000147602,0.341033333,{'Wayne': 219},6778588,20201110,2121,Pennsylvania,0.496488744,202011102121,PA
Iowa (EV: 6),29:41.6,Trump,Biden,896939,758137,138802,3353,5,19,19,0.736842105,0.263157895,1602,1664,21.62467945,0.032821954,0.379146919,{'Monona': 19},1687566,20201110,2129,Iowa,0.541932213,202011102129,IA
Minnesota (EV: 10),29:41.6,Biden,Trump,1718452,1485183,233269,92701,1,1,1,0,1,3867,4110,1.788062025,8.37E-06,0.526433333,{'Murray': 1},3272014,20201110,2129,Minnesota,0.463593075,202011102129,MN
Pennsylvania (EV: 20),29:41.6,Biden,Trump,3370342,3323264,47078,146241,426,417,417,0.589928058,0.410071942,8815,9128,0.663009802,0.000732405,0.3378,{'Bucks': 426},6779014,20201110,2129,Pennsylvania,0.49648336,202011102129,PA
Maryland (EV: 10),37:42.0,Biden,Trump,1673615,889974,783641,423720,3,3,3,0,1,1700,2019,1.448319705,3.08E-06,0.2588,{'Wicomico': 3},2613310,20201110,2137,Maryland,0.347159393,202011102137,MD
Virginia (EV: 13),37:42.0,Biden,Trump,2404211,1967598,436613,31705,99,99,99,0.474747475,0.525252525,2437,2584,7.518554473,0.021767344,0.307966667,{'Rockingham': 99},4442049,20201110,2137,Virginia,0.45006495,202011102137,VA
Arizona (EV: 11),44:40.7,Biden,Trump,1651994,1637526,14468,45328,5480,6967,"6,967",0.480981771,0.519018229,1481,1489,0.662153237,0.014839662,0.575333333,{'Pima': 7142},3340535,20201110,2144,Arizona,0.497800895,202011102144,AZ
Iowa (EV: 6),44:40.7,Trump,Biden,896946,758167,138779,3316,37,37,37,0.189189189,0.810810811,1602,1664,21.85684958,0.232170137,0.388405797,{'Johnson': 37},1687603,20201110,2144,Iowa,0.541924328,202011102144,IA
New Jersey (EV: 14),44:40.7,Biden,Trump,2258280,1609494,648786,638197,18123,17731,"17,731",0.577181208,0.422818792,5519,6334,1.016514686,0.016381373,0.476333333,{'Union': 18123},3926037,20201110,2144,New Jersey,0.416129277,202011102144,NJ
West Virginia (EV: 5),44:40.7,Trump,Biden,541002,233195,307807,6992,0,0,0,0,0,1686,1706,22.88564169,0,0.345933333,{},787660,20201110,2144,West Virginia,0.698791135,202011102144,WV
Arkansas (EV: 6),53:23.1,Trump,Biden,757052,418051,339001,9697,12,12,12,0.916666667,0.083333333,2409,2579,18.48861995,0.022763314,0.321866667,{'Franklin': 12},1209372,20201110,2153,Arkansas,0.6442431,202011102153,AR
Connecticut (EV: 7),53:23.1,Biden,Trump,1079168,714176,364992,2439,54,50,50,0.36,0.64,729,753,76.50352354,1.643433588,0.394033333,{'Middlesex': 54},1821878,20201110,2153,Connecticut,0.398237037,202011102153,CT
Iowa (EV: 6),53:23.1,Trump,Biden,896958,758172,138786,3298,18,17,17,0.705882353,0.294117647,1602,1664,21.97449525,0.117645668,0.387485649,{'Keokuk': 18},1687621,20201110,2153,Iowa,0.541926012,202011102153,IA
Minnesota (EV: 10),53:23.1,Biden,Trump,1718458,1485192,233266,92684,17,15,15,0.4,0.6,3867,4110,1.788281712,0.000219687,0.5266,{'Anoka': 17},3272031,20201110,2153,Minnesota,0.463593713,202011102153,MN
Nevada (EV: 6),53:23.1,Biden,Trump,671427,634701,36726,68969,1209,1176,"1,176",0.692176871,0.307823129,1902,1993,0.772453746,0.007989148,0.3833,{'Clark': 1209},1336407,20201110,2153,Nevada,0.485940888,202011102153,NV
Pennsylvania (EV: 20),53:23.1,Biden,Trump,3370405,3323530,46875,145907,334,329,329,0.191489362,0.808510638,8816,9128,0.662678447,-0.000331356,0.342466667,"{'Armstrong': 230, 'Fulton': 104}",6779348,20201110,2153,Pennsylvania,0.496498696,202011102153,PA
Michigan (EV: 16),05:21.2,Biden,Trump,2795649,2647004,148645,7973,96,92,92,0.5,0.5,4879,4974,9.967755964,0.112641538,0.4429,"{'Baraga': 3, 'Mackinac': 93}",5531329,20201110,2205,Michigan,0.486344435,202011102205,MI
Utah (EV: 6),05:21.2,Trump,Biden,800785,512038,288747,119663,28200,26215,"26,215",0.741064276,0.258935724,2117,2187,1.759712425,0.284872527,0.286033333,"{'Cache': 2424, 'Davis': 9139, 'San Juan': 1434, 'Tooele': 2015, 'Utah': 13188}",1368014,20201110,2205,Utah,0.609971794,202011102205,UT
California (EV: 55),19:21.9,Biden,Trump,9699713,4969256,4730457,2522262,0,0,0,0,0,18153,20498,1.458570464,0,0.2584,{},14973644,20201110,2219,California,0.338759732,202011102219,CA
Colorado (EV: 9),19:21.9,Biden,Trump,1753875,1335583,418292,83006,485,459,459,0.59912854,0.40087146,3131,3276,3.089613486,0.01560319,0.372833333,{'Jefferson': 485},3173957,20201110,2219,Colorado,0.432303336,202011102219,CO
Minnesota (EV: 10),19:21.9,Biden,Trump,1718462,1485196,233266,92676,8,8,8,0.5,0.5,3867,4110,1.788392919,0.000111207,0.526666667,"{'Cass': 5, 'Kanabec': 3}",3272039,20201110,2219,Minnesota,0.463593804,202011102219,MN
Pennsylvania (EV: 20),19:21.9,Biden,Trump,3370969,3324750,46219,144152,1755,1784,"1,784",0.316143498,0.683856502,8820,9128,0.662354652,-0.000323795,0.375766667,"{'Bedford': 601, 'Fayette': 54, 'Luzerne': 1145}",6781103,20201110,2219,Pennsylvania,0.496548616,202011102219,PA
Delaware (EV: 3),33:21.7,Biden,Trump,296268,200603,95665,0,1618,1592,"1,592",0.532663317,0.467336683,428,434,0,-30.45488636,0.47195122,"{'Kent': 67, 'New Castle': 1492, 'Sussex': 59}",504010,20201110,2233,Delaware,0.403732558,202011102233,DE
Minnesota (EV: 10),33:21.7,Biden,Trump,1718468,1485200,233268,92664,12,10,10,0.6,0.4,3867,4110,1.788570814,0.000177895,0.5267,{'Kandiyohi': 12},3272051,20201110,2233,Minnesota,0.463593606,202011102233,MN
Pennsylvania (EV: 20),33:21.7,Biden,Trump,3370974,3324751,46223,144145,7,6,6,0.833333333,0.166666667,8820,9128,0.662376588,2.19E-05,0.375766667,{'Monroe': 7},6781110,20201110,2233,Pennsylvania,0.49654832,202011102233,PA
Minnesota (EV: 10),41:01.1,Biden,Trump,1718703,1485289,233414,92323,341,324,324,0.725308642,0.274691358,3867,4110,1.794139702,0.005568888,0.526766667,{'Hennepin': 341},3272392,20201110,2241,Minnesota,0.463574503,202011102241,MN
Iowa (EV: 6),59:21.6,Trump,Biden,896976,758184,138792,3283,15,30,30,0.6,0.4,1602,1664,22.07354467,0.09904942,0.387697517,{'Grundy': 31},1687636,20201110,2259,Iowa,0.541927064,202011102259,IA
Maryland (EV: 10),59:21.6,Biden,Trump,1684756,891477,793279,410838,12882,12644,"12,644",0.881129389,0.118870611,1708,2019,1.490083765,0.041764061,0.203533333,"{'Caroline': 1830, ""Prince George's"": 11052}",2626192,20201110,2259,Maryland,0.346038965,202011102259,MD
Minnesota (EV: 10),59:21.6,Biden,Trump,1718710,1485302,233408,92302,21,20,20,0.35,0.65,3867,4110,1.794400863,0.000261161,0.527,"{'Douglas': 14, 'Mille Lacs': 4, 'Washington': 3}",3272413,20201110,2259,Minnesota,0.463575667,202011102259,MN
Pennsylvania (EV: 20),59:21.6,Biden,Trump,3370979,3324756,46223,144135,10,10,10,0.5,0.5,8820,9128,0.662387853,1.13E-05,0.3759,{'Centre': 10},6781120,20201110,2259,Pennsylvania,0.496548325,202011102259,PA
Maryland (EV: 10),14:20.7,Biden,Trump,1684756,891479,793277,410836,2,2,2,0,1,1708,2019,1.490086089,2.32E-06,0.2036,{'Somerset': 2},2626194,20201110,2314,Maryland,0.346039472,202011102314,MD
Minnesota (EV: 10),14:20.7,Biden,Trump,1718712,1485303,233409,92298,4,3,3,0.666666667,0.333333333,3867,4110,1.794462505,6.16E-05,0.527,"{'Beltrami': 1, 'Mille Lacs': 3}",3272417,20201110,2314,Minnesota,0.463575545,202011102314,MN
Pennsylvania (EV: 20),14:20.7,Biden,Trump,3371254,3325343,45911,143261,874,862,862,0.319025522,0.680974478,8821,9128,0.662275755,-0.000112098,0.391933333,"{'Lycoming': 793, 'Perry': 81}",6781994,20201110,2314,Pennsylvania,0.496572065,202011102314,PA
Rhode Island (EV: 4),14:20.7,Biden,Trump,306113,199810,106303,4254,180,174,174,0.701149425,0.298850575,405,421,13.24931081,0.525617907,0.327966667,"{'Bristol': 10, 'Kent': 25, 'Newport': 6, 'Providence': 120, 'Washington': 19}",513503,20201110,2314,Rhode Island,0.394941523,202011102314,RI
Utah (EV: 6),14:20.7,Trump,Biden,818784,527607,291177,83925,35738,33568,"33,568",0.536195186,0.463804814,2173,2187,2.311254744,0.551542319,0.463804814,"{'Salt Lake': 35617, 'Sanpete': 121}",1403752,20201110,2314,Utah,0.608132407,202011102314,UT
Arizona (EV: 11),21:41.8,Biden,Trump,1652315,1638102,14213,44414,914,897,897,0.357859532,0.642140468,1481,1489,0.662573422,0.000420185,0.576666667,{'Pinal': 914},3341449,20201110,2321,Arizona,0.497840243,202011102321,AZ
Maryland (EV: 10),21:41.8,Biden,Trump,1692643,893064,799579,401212,9624,9472,"9,472",0.832664696,0.167335304,1712,2019,1.521889775,0.031803685,0.1775,{'Montgomery': 9624},2635818,20201110,2321,Maryland,0.345384841,202011102321,MD
Minnesota (EV: 10),21:41.8,Biden,Trump,1718714,1485308,233406,92291,7,7,7,0.285714286,0.714285714,3867,4110,1.794544048,8.15E-05,0.5271,"{'Beltrami': 4, 'Cook': 2, 'Mille Lacs': 1}",3272424,20201110,2321,Minnesota,0.463576093,202011102321,MN
Georgia (EV: 16),30:42.1,Biden,Trump,2469850,2457193,12657,5978,11,10,10,0.8,0.2,2643,2655,1.571979388,0.002476139,0.294466667,{'Bibb': 11},4989514,20201110,2330,Georgia,0.498715558,202011102330,GA
Minnesota (EV: 10),30:42.1,Biden,Trump,1718715,1485310,233405,92287,4,3,3,0.333333333,0.666666667,3867,4110,1.794594611,5.06E-05,0.527166667,{'Beltrami': 4},3272428,20201110,2330,Minnesota,0.463576283,202011102330,MN
California (EV: 55),38:41.4,Biden,Trump,9699713,4969256,4730457,2522262,0,0,0,0,0,18153,20498,1.458570464,0,0.2584,{},14973644,20201110,2338,California,0.338759732,202011102338,CA
Pennsylvania (EV: 20),38:41.4,Biden,Trump,3371682,3326023,45659,142126,1135,1108,"1,108",0.386281588,0.613718412,8823,9128,0.662673843,0.000398088,0.410033333,{'Franklin': 1135},6783129,20201110,2338,Pennsylvania,0.496591444,202011102338,PA
Washington (EV: 12),38:41.4,Biden,Trump,2325488,1539931,785557,120453,8236,8001,"8,001",0.517060367,0.482939633,7359,7436,3.870825101,0.216826763,0.532833333,{'Yakima': 8236},3967179,20201110,2338,Washington,0.398386566,202011102338,WA
